7010536,P0000443,0.02
7010536,0237387,0.005
7010536,0226364,0.004
7010536,0108141,0.02
7010536,0108042,0.01
7010536,0237388,0.08
7010536,0226362,0.06
7010536,0226359,0.09
7010536,0226367,0.02
7010536,0108008,0.001
7010536,P0000181,0.003
7010536,P0000598,0.001
7010536,0108029,0.002
7010536,0108015,0.001
7010536,0108032,0.03
7010536,P0000600,0.05
7010536,0226358,0.03
7010536,0237386,0.08
7010536,0226404,0.00014
7010536,P0000601,0.035
7010536,0108092,0.04
7010537,0226409,0.001
7010537,0108057,0.03
7010537,P0000443,0.02
7010537,0237387,0.005
7010537,0226364,0.004
7010537,0108141,0.02
7010537,0108042,0.01
7010537,0237388,0.08
7010537,0226362,0.06
7010537,0226359,0.09
7010537,0226367,0.02
7010537,0108008,0.001
7010537,P0000181,0.003
7010537,P0000598,0.001
7010537,0108029,0.002
7010537,0108015,0.001
7010537,0108032,0.03
7010537,P0000600,0.05
7010537,0226358,0.03
7010537,0237386,0.08
7010537,0226404,0.0005
7010537,0108092,0.04
7010543,0108077,0.05
7010543,0226373,0.05
7010543,0237350,0.03
7010543,0226370,0.03
7010543,0226372,0.0485
7010543,0226368,0.005
7010543,0209458,0.01
7010543,0108015,0.002
7010543,0235515,0.1
7010543,0235516,0.07
7010543,0239517,0.08
7010543,0237398,0.005
7010543,P0000278,0.011
7010543,0226371,0.03
7010543,0226369,0.01
7010544,0108156,0.1
7010544,0108008,0.0015
7010544,0108157,0.001
7010544,0237369,0.01
7010544,0108077,0.03
7010544,0108155,0.05
7010544,0108088,0.005
7010544,0108014,0.0005
7010544,0108035,0.003
7010544,0213013,0.002
7010544,0226402,0.0035
7010544,0214820,0.01
7010544,0223043,0.002
7010544,0108063,0.015
7010544,P0000267,0.1
7010544,P0000268,0.035
7010544,P0000269,0.1
7010544,P0000270,1
9190400,P0000735,1.05197294498667
9190400,1611508,0.0657428011192139
9190400,P0001035,0.0673180726607768
9190408,P0001035,0.155607048278672
9190408,1716349,1.05199633326543
9190408,1822115,1.11509472397637
9190408,1822117,1.11509472397637
9190408,P0000271,1.05199633326543
9190408,1014693,1.11509472397637
9190408,1611503,0.0657465878997759
9190410,P0001035,0.2659500391679
9190410,P0000763,1.05196274697537
9190410,1716350,1.05196274697537
9190410,1822110,1.11506658542954
9190410,1822111,1.11506658542954
9190410,1014693,1.11506658542954
9190410,1611505,0.0657150317695187
9190416,P0000714,0.0653569344485509
9190416,P0001068,1.06289308176101
9190416,1611508,0.066459184335084
9190418,P0001048,0.0666622577871834
9190418,P0000734,1.06289266582898
9190418,1508030,1.06289266582898
9190418,1617532,0.0664638582104358
9190419,0225047,0.0738247213779129
9190419,0209664,0.00564481111593574
9190419,0202647,0.000940801852655956
9190419,0228394,9.40801852655956E-05
9190419,0200321,0.000122304240845274
9190419,0200371,0.00188160370531191
9190419,0213500,0.00940801852655956
9190419,0214243,0.00122304240845274
9190419,0214820,0.000940801852655956
9190419,1014690,0.000542770299609205
9190419,P0000939,1.02040816326531
9190419,1614528,0.0283326096396005
9190424,0108035,8.97955424571744E-05
9190424,0108055,8.97955424571744E-05
9190424,0108067,0.000448977712285872
9190424,0108082,0.000224488856142936
9190424,0108112,0.000897955424571744
9190424,0209664,0.00538773254743047
9190424,0225047,0.0826567968318291
9190424,1014690,0.000506538957450728
9190424,P0001049,1.02039970528642
9190424,1614528,0.0283661816172407
9190426,P0001060,0.212630480167015
9190426,1716363,1.05198329853862
9190426,1036104,1.05198329853862
9190426,1617534,0.0657620041753653
9190430,1822195,1.06006768189509
9190430,1822196,1.06006768189509
9190430,1716359,1.01001128031585
9190430,1014693,1.06006768189509
9190430,1611503,0.0624647490129724
9190430,7010544,0.148054145516074
9190430,P0000271,0.980400451212634
9190431,1508046,1.03027196938636
9190431,1614528,0.0278119447861145
9190431,1014690,0.00048380483804838
9190431,0225047,0.0715621156211562
9190431,0209664,0.00492004920049201
9190431,0202647,0.000820008200082001
9190431,0228394,8.20008200082001E-05
9190431,0200321,0.00010660106601066
9190431,0200371,0.001640016400164
9190431,0237384,0.000820008200082001
9190431,0108063,0.001230012300123
9190431,0214820,0.000820008200082001
9190432,7010543,0.0347009111939946
9190432,1718378,1.06609697370285
9190432,P0000573,0.0668051555639488
9190432,P0000940,1.06609697370285
9192733,P0001062,0.158628387498702
9192733,1716352,1.05196760461011
9192733,1036097,1.05196760461011
9192733,1831226,1.11509708233828
9192733,1831228,1.11509708233828
9192733,1014693,1.11509708233828
9192733,1611681,0.0657252621742291
9192735,P0001061,0.104694640631491
9192735,1718224,1.14250103863731
9192735,1508029,1.06294142085584
9192735,1611505,0.0714582467802243
9193004,7010518,0.066611685592844
9193004,1718368,1.02998583180021
9193004,P0000446,0.083338619975047
9193005,0225047,0.086036688517657
9193005,0100301,0.000446711778388666
9193005,0200371,0.000893423556777331
9193005,0108014,8.93423556777331E-05
9193005,0108035,8.93423556777331E-05
9193005,0215150,0.001340135335166
9193005,P0001370,0.000898710086699091
9193005,P0000708,1.01004440685134
9193005,1405989,1
9193005,P0000313,0.084161556354409
9195922,P0001046,0.158628387498702
9195922,1716353,1.05196760461011
9195922,1036099,1.05196760461011
9195922,1833007,1.11509708233828
9195922,1833009,1.11509708233828
9195922,1014693,1.11509708233828
9195922,1611681,0.0657252621742291
9195925,P0001070,0.154857837920024
9195925,1716351,1.05199939181998
9195925,1036099,1.05199939181998
9195925,1014693,1.11509806902843
9195925,1833010,1.11509806902843
9195925,1833011,1.11509806902843
9195925,1611681,0.0656834422989205
9197755,0225047,0.0775375582800898
9197755,0138041,0.00134691763080642
9197755,0209664,0.00538767052322569
9197755,0214337,0.00175099292004835
9197755,0214820,0.000897945087204282
9197755,0221316,0.000897945087204282
