16700052;16700587;0.0052
16700052;16700588;0.0104
16700052;16700589;0.0208
16700052;16700590;0.0208
16700052;16700591;0.000624
16700052;16700592;0.052
16700053;16700593;0.06
16700053;16700594;0.05
16700053;16700595;0.05
16700053;16700596;0.003
16700053;16700597;0.09
16700053;16700598;0.001
16700053;16700599;0.003
16700053;16700600;0.01
16700053;16700601;0.075
16700053;16700602;0.005
16700053;16700604;0.002
16700053;16700605;0.0015
16700054;16700606;0.0103
16700054;16700582;0.0309
16700054;16700607;3.26666666666667E-07
16700054;16700608;6.95333333333333E-06
16700054;16700609;0.000515333333333333
16700054;16700610;0.00206
16700054;16700611;0.0206
16700054;16700612;0.0309
16700054;16700613;0.000926666666666667
16700054;16700614;0.0103
16700054;16700615;0.00206
16700054;16700616;0.0206
16700054;16700617;0.00515333333333333
16700054;16700593;0.0515
16700054;16700618;0.0257533333333333
16700054;16700581;0.309
16700055;16700619;0.00207333333333333
16700055;16700620;0.00078
16700055;16700621;0.000726666666666667
16700055;16700581;0.362366666666667
16700055;16700622;0.0724733333333333
16700055;16700582;0.0517666666666667
16700055;16700586;0.00518
16700055;16700617;0.0155333333333333
16700055;16700623;0.0207066666666667
16700055;16700624;0.00103333333333333
16700055;16700625;0.00103333333333333
16700055;16700587;0.00310666666666667
16700055;16700626;0.0103533333333333
16700055;16700627;0.0207066666666667
16700055;16700618;0.0517666666666667
16700055;16700591;0.000726666666666667
16700055;16700628;0.0103533333333333
16700056;16700629;0.001
16700056;16700630;0.001
16700056;16700631;0.085
16700056;16700632;0.003
16700056;16700633;0.03
16700056;16700634;0.001
16700056;16700635;0.02
16700056;16700636;0.02
16700056;16700637;0.005
16700056;16700638;0.0025
16700056;16700639;0.001
16700056;16700640;0.018
16700056;16700641;0.001
16700056;16700642;0.002
16700056;16700643;0.0005
16700056;16700644;0.03
16700056;16700645;0.001
16700056;16700565;0.005
16700056;16700646;0.04
16700056;16700604;0.002
16700056;16700647;0.005
16700056;16700568;0.0035
16700056;16700564;0.002
16700056;16700602;0.005
16700057;16700611;0.0103
16700057;16700618;0.00515333333333333
16700057;16700581;0.309
16700057;16700621;0.00309333333333333
16700057;16700609;0.000513333333333333
16700057;16700592;0.00309333333333333
16700057;16700649;0.00206
16700057;16700650;0.00206
16700057;16700651;0.00412
16700057;16700618;0.0309
16700057;16700652;0.000306666666666667
16700057;16700582;0.0309
16700057;16700616;0.0206
16700057;16700613;0.00618
16700057;16700653;0.0206
16700058;16700654;0.00525333333333333
16700058;16700649;0.0262533333333333
16700058;16700655;0.0131266666666667
16700058;16700656;0.000313333333333333
16700058;16700609;0.000526666666666667
16700058;16700617;0.0315
16700058;16700621;0.00315333333333333
16700058;16700613;0.0042
16700058;16700592;0.00315333333333333
16700058;16700652;0.000526666666666667
16700058;16700581;0.3675
16700058;16700653;0.021
16700058;16700622;0.063
16700058;16700616;0.021
16700058;16700582;0.0525
16700058;16700651;0.0042
16700058;16700657;0.021
16700058;16700658;0.00105333333333333
16700058;16700611;0.0105
16700058;16700659;0.0525
16700058;16700618;0.0525
16700059;16700656;0.000946666666666667
16700059;16700609;0.000526666666666667
16700059;16700660;0.00157333333333333
16700059;16700649;0.0063
16700059;16700618;0.0315
16700059;16700654;0.0105
16700059;16700661;0.0021
16700059;16700593;0.0315
16700059;16700611;0.0105
16700059;16700582;0.042
16700059;16700616;0.021
16700059;16700622;0.0735
16700059;16700592;0.00315333333333333
16700059;16700621;0.0315
16700059;16700651;0.0042
16700059;16700657;0.00105333333333333
16700059;16700662;0.021
16700059;16700653;0.021
16700059;16700581;0.3465
16700059;16700617;0.00525333333333333
16700059;16700663;0.00105333333333333
16700059;16700664;0.00105333333333333
